n,seed,lambda,iteration,marginal_violation
200,1200,0.01,29475,3.1396355923193203e-06
200,1200,0.01,29500,3.136791200238076e-06
200,1200,0.01,29525,3.133951881575947e-06
200,1200,0.01,29550,3.1311176179032313e-06
200,1200,0.01,29575,3.1282883982191798e-06
200,1200,0.01,29600,3.125464218617195e-06
200,1200,0.01,29625,3.1226450421979746e-06
200,1200,0.01,29650,3.1198308743677836e-06
200,1200,0.01,29675,3.117021702197728e-06
200,1200,0.01,29700,3.114217502988084e-06
200,1200,0.01,29725,3.111418270665585e-06
200,1200,0.01,29750,3.1086239805650645e-06
200,1200,0.01,29775,3.105834635338048e-06
200,1200,0.01,29800,3.103050218356343e-06
200,1200,0.01,29825,3.1002707053346887e-06
200,1200,0.01,29850,3.0974960988933847e-06
200,1200,0.01,29875,3.094726372884944e-06
200,1200,0.01,29900,3.091961516342445e-06
200,1200,0.01,29925,3.089201518296364e-06
200,1200,0.01,29950,3.0864463793078833e-06
200,1200,0.01,29975,3.083696066780682e-06
200,1200,0.01,30000,3.080950578211554e-06
200,1200,0.01,30025,3.078209901654326e-06
200,1200,0.01,30050,3.075474015008621e-06
200,1200,0.01,30075,3.0727429109530385e-06
200,1200,0.01,30100,3.0700165894893133e-06
200,1200,0.01,30125,3.067295012628736e-06
200,1200,0.01,30150,3.064578192500493e-06
200,1200,0.01,30175,3.0618661047473322e-06
200,1200,0.01,30200,3.0591587358696354e-06
200,1200,0.01,30225,3.056456078938917e-06
200,1200,0.01,30250,3.0537581169973876e-06
200,1200,0.01,30275,3.0510648432856974e-06
200,1200,0.01,30300,3.0483762399778278e-06
200,1200,0.01,30325,3.045692297505044e-06
200,1200,0.01,30350,3.043013002876002e-06
200,1200,0.01,30375,3.0403383396333805e-06
200,1200,0.01,30400,3.0376683074900823e-06
200,1200,0.01,30425,3.0350028884596272e-06
200,1200,0.01,30450,3.032342063296993e-06
200,1200,0.01,30475,3.0296858364526127e-06
200,1200,0.01,30500,3.02703418320234e-06
200,1200,0.01,30525,3.024387088816638e-06
200,1200,0.01,30550,3.0217445520031375e-06
200,1200,0.01,30575,3.0191065546400497e-06
200,1200,0.01,30600,3.0164730812657845e-06
200,1200,0.01,30625,3.013844143097931e-06
200,1200,0.01,30650,3.0112197006021413e-06
200,1200,0.01,30675,3.008599748885628e-06
200,1200,0.01,30700,3.005984282367785e-06
200,1200,0.01,30725,3.00337330053687e-06
200,1200,0.01,30750,3.0007667626633094e-06
200,1200,0.01,30775,2.9981646819318697e-06
200,1200,0.01,30800,2.9955670318064856e-06
200,1200,0.01,30825,2.9929738087170962e-06
200,1200,0.01,30850,2.9903850186693143e-06
200,1200,0.01,30875,2.9878006198164053e-06
200,1200,0.01,30900,2.9852206068596565e-06
200,1200,0.01,30925,2.9826449770790214e-06
200,1200,0.01,30950,2.9800737220376725e-06
200,1200,0.01,30975,2.9775068271613303e-06
200,1200,0.01,31000,2.974944287170364e-06
200,1200,0.01,31025,2.972386069530035e-06
200,1200,0.01,31050,2.9698321840077035e-06
200,1200,0.01,31075,2.9672826128684243e-06
200,1200,0.01,31100,2.964737341593429e-06
200,1200,0.01,31125,2.962196368827899e-06
200,1200,0.01,31150,2.959659678137931e-06
200,1200,0.01,31175,2.957127261178638e-06
200,1200,0.01,31200,2.9545991003512503e-06
200,1200,0.01,31225,2.952075188343041e-06
200,1200,0.01,31250,2.9495555255937625e-06
200,1200,0.01,31275,2.947040080801197e-06
200,1200,0.01,31300,2.944528860708215e-06
200,1200,0.01,31325,2.942021845339475e-06
200,1200,0.01,31350,2.9395190257203857e-06
200,1200,0.01,31375,2.9370204006270995e-06
200,1200,0.01,31400,2.9345259323840245e-06
200,1200,0.01,31425,2.9320356411503823e-06
200,1200,0.01,31450,2.9295495075926797e-06
200,1200,0.01,31475,2.9270675148329248e-06
200,1200,0.01,31500,2.9245896591189105e-06
200,1200,0.01,31525,2.922115928358747e-06
200,1200,0.01,31550,2.919646302806944e-06
200,1200,0.01,31575,2.917180791066863e-06
200,1200,0.01,31600,2.914719370647814e-06
200,1200,0.01,31625,2.9122620240178143e-06
200,1200,0.01,31650,2.9098087621732757e-06
200,1200,0.01,31675,2.90735955580778e-06
200,1200,0.01,31700,2.904914398643363e-06
200,1200,0.01,31725,2.902473297313607e-06
200,1200,0.01,31750,2.9000362185629958e-06
200,1200,0.01,31775,2.8976031634445065e-06
200,1200,0.01,31800,2.8951741233651865e-06
200,1200,0.01,31825,2.8927490828877314e-06
200,1200,0.01,31850,2.8903280386051444e-06
200,1200,0.01,31875,2.887910974220566e-06
200,1200,0.01,31900,2.8854978851126922e-06
200,1200,0.01,31925,2.8830887563663712e-06
200,1200,0.01,31950,2.8806835832432057e-06
200,1200,0.01,31975,2.8782823574078492e-06
200,1200,0.01,32000,2.875885062790691e-06
200,1200,0.01,32025,2.8734916938623e-06
200,1200,0.01,32050,2.87110223552451e-06
200,1200,0.01,32075,2.8687166886767757e-06
200,1200,0.01,32100,2.8663350326377235e-06
200,1200,0.01,32125,2.8639572690778922e-06
200,1200,0.01,32150,2.861583380114885e-06
200,1200,0.01,32175,2.8592133525301086e-06
200,1200,0.01,32200,2.8568471898511236e-06
200,1200,0.01,32225,2.854484874551151e-06
200,1200,0.01,32250,2.8521263945573833e-06
200,1200,0.01,32275,2.849771747370951e-06
200,1200,0.01,32300,2.847420919233762e-06
200,1200,0.01,32325,2.845073902316142e-06
200,1200,0.01,32350,2.842730690383495e-06
200,1200,0.01,32375,2.840391267025337e-06
200,1200,0.01,32400,2.8380556339000634e-06
200,1200,0.01,32425,2.8357237670806335e-06
200,1200,0.01,32450,2.833395661277875e-06
200,1200,0.01,32475,2.8310713277805016e-06
200,1200,0.01,32500,2.8287507310509677e-06
200,1200,0.01,32525,2.8264338729436927e-06
200,1200,0.01,32550,2.8241207408402982e-06
200,1200,0.01,32575,2.8218113331014705e-06
200,1200,0.01,32600,2.8195056363308074e-06
200,1200,0.01,32625,2.8172036409040632e-06
200,1200,0.01,32650,2.814905336539532e-06
200,1200,0.01,32675,2.812610717131854e-06
200,1200,0.01,32700,2.8103197736474572e-06
200,1200,0.01,32725,2.8080324968021014e-06
200,1200,0.01,32750,2.8057488734561237e-06
200,1200,0.01,32775,2.803468906170843e-06
200,1200,0.01,32800,2.8011925740974858e-06
200,1200,0.01,32825,2.798919877040028e-06
200,1200,0.01,32850,2.7966508025518283e-06
200,1200,0.01,32875,2.794385335126194e-06
200,1200,0.01,32900,2.7921234819049817e-06
200,1200,0.01,32925,2.7898652227064183e-06
200,1200,0.01,32950,2.7876105544912683e-06
200,1200,0.01,32975,2.7853594662579154e-06
200,1200,0.01,33000,2.7831119491445247e-06
200,1200,0.01,33025,2.780868002334909e-06
200,1200,0.01,33050,2.778627585520166e-06
200,1200,0.01,33075,2.7763907344009048e-06
200,1200,0.01,33100,2.7741574159887566e-06
200,1200,0.01,33125,2.771927626158549e-06
200,1200,0.01,33150,2.769701356448301e-06
200,1200,0.01,33175,2.7674786061832046e-06
200,1200,0.01,33200,2.7652593524519e-06
200,1200,0.01,33225,2.7630435943610046e-06
200,1200,0.01,33250,2.760831326972628e-06
200,1200,0.01,33275,2.7586225404144585e-06
200,1200,0.01,33300,2.756417221449689e-06
200,1200,0.01,33325,2.7542153691476404e-06
200,1200,0.01,33350,2.7520169651939694e-06
200,1200,0.01,33375,2.7498220155908193e-06
200,1200,0.01,33400,2.7476305013707236e-06
200,1200,0.01,33425,2.7454424197433797e-06
200,1200,0.01,33450,2.7432577545316236e-06
200,1200,0.01,33475,2.7410765071405815e-06
200,1200,0.01,33500,2.7388986719644945e-06
200,1200,0.01,33525,2.7367242292769545e-06
200,1200,0.01,33550,2.734553183287268e-06
200,1200,0.01,33575,2.7323855128335434e-06
200,1200,0.01,33600,2.730221217303423e-06
200,1200,0.01,33625,2.7280602947765686e-06
200,1200,0.01,33650,2.725902728393202e-06
200,1200,0.01,33675,2.7237485068689476e-06
200,1200,0.01,33700,2.721597645053038e-06
200,1200,0.01,33725,2.719450099946015e-06
200,1200,0.01,33750,2.7173058906116224e-06
200,1200,0.01,33775,2.7151650058678325e-06
200,1200,0.01,33800,2.7130274259682882e-06
200,1200,0.01,33825,2.7108931575283574e-06
200,1200,0.01,33850,2.7087621835581582e-06
200,1200,0.01,33875,2.7066344996931266e-06
200,1200,0.01,33900,2.7045100977210815e-06
200,1200,0.01,33925,2.702388962340027e-06
200,1200,0.01,33950,2.700271111112304e-06
200,1200,0.01,33975,2.6981565065600788e-06
200,1200,0.01,34000,2.6960451429162632e-06
200,1200,0.01,34025,2.6939370456457307e-06
200,1200,0.01,34050,2.6918321732460893e-06
200,1200,0.01,34075,2.6897305370338076e-06
200,1200,0.01,34100,2.6876321136664466e-06
200,1200,0.01,34125,2.6855369096977916e-06
200,1200,0.01,34150,2.6834449138660177e-06
200,1200,0.01,34175,2.6813561217874787e-06
200,1200,0.01,34200,2.6792705115049123e-06
200,1200,0.01,34225,2.6771880919044394e-06
200,1200,0.01,34250,2.6751088489070443e-06
200,1200,0.01,34275,2.6730327773076892e-06
200,1200,0.01,34300,2.6709598700790094e-06
200,1200,0.01,34325,2.6688901105320975e-06
200,1200,0.01,34350,2.666823516996042e-06
200,1200,0.01,34375,2.6647600567765092e-06
200,1200,0.01,34400,2.6626997186298892e-06
200,1200,0.01,34425,2.6606425221524857e-06
200,1200,0.01,34450,2.658588439554896e-06
200,1200,0.01,34475,2.656537478035355e-06
200,1200,0.01,34500,2.654489617472805e-06
200,1200,0.01,34525,2.652444853735135e-06
200,1200,0.01,34550,2.6504031831187103e-06
200,1200,0.01,34575,2.6483645998521058e-06
200,1200,0.01,34600,2.6463290908823947e-06
200,1200,0.01,34625,2.6442966549562394e-06
200,1200,0.01,34650,2.6422672881306133e-06
200,1200,0.01,34675,2.6402409721206638e-06
200,1200,0.01,34700,2.6382177075760446e-06
200,1200,0.01,34725,2.6361974865933557e-06
200,1200,0.01,34750,2.6341803028911634e-06
200,1200,0.01,34775,2.632166145656936e-06
200,1200,0.01,34800,2.6301550180088396e-06
200,1200,0.01,34825,2.628146900847568e-06
200,1200,0.01,34850,2.6261417955834518e-06
200,1200,0.01,34875,2.6241396901471523e-06
200,1200,0.01,34900,2.622140578128866e-06
200,1200,0.01,34925,2.6201444626840556e-06
200,1200,0.01,34950,2.6181513313426608e-06
200,1200,0.01,34975,2.616161165909167e-06
200,1200,0.01,35000,2.614173981857308e-06
200,1200,0.01,35025,2.612189746504026e-06
200,1200,0.01,35050,2.610208469212491e-06
200,1200,0.01,35075,2.6082301493556004e-06
200,1200,0.01,35100,2.606254767892162e-06
200,1200,0.01,35125,2.604282313894285e-06
200,1200,0.01,35150,2.6023128078889526e-06
200,1200,0.01,35175,2.600346205966844e-06
200,1200,0.01,35200,2.598382530593496e-06
200,1200,0.01,35225,2.5964217631891523e-06
200,1200,0.01,35250,2.5944638992079702e-06
200,1200,0.01,35275,2.592508933981809e-06
200,1200,0.01,35300,2.5905568602170234e-06
200,1200,0.01,35325,2.588607661623693e-06
200,1200,0.01,35350,2.586661354715518e-06
200,1200,0.01,35375,2.584717905256863e-06
200,1200,0.01,35400,2.582777329821276e-06
200,1200,0.01,35425,2.5808396100120146e-06
200,1200,0.01,35450,2.57890474911638e-06
200,1200,0.01,35475,2.5769727299007616e-06
200,1200,0.01,35500,2.575043551080597e-06
200,1200,0.01,35525,2.5731171989767238e-06
200,1200,0.01,35550,2.5711936815506556e-06
200,1200,0.01,35575,2.5692729821048116e-06
200,1200,0.01,35600,2.5673551027121863e-06
200,1200,0.01,35625,2.5654400284073203e-06
200,1200,0.01,35650,2.563527757728709e-06
200,1200,0.01,35675,2.5616182760621747e-06
200,1200,0.01,35700,2.5597115965673295e-06
200,1200,0.01,35725,2.5578076887850312e-06
200,1200,0.01,35750,2.5559065737184444e-06
200,1200,0.01,35775,2.5540082227758568e-06
200,1200,0.01,35800,2.5521126368376404e-06
200,1200,0.01,35825,2.550219816550847e-06
200,1200,0.01,35850,2.5483297425646367e-06
200,1200,0.01,35875,2.5464424216799925e-06
200,1200,0.01,35900,2.544557839075437e-06
200,1200,0.01,35925,2.542675993506306e-06
200,1200,0.01,35950,2.5407968875417256e-06
200,1200,0.01,35975,2.538920490850055e-06
200,1200,0.01,36000,2.537046818009911e-06
200,1200,0.01,36025,2.5351758562658713e-06
200,1200,0.01,36050,2.533307599215072e-06
200,1200,0.01,36075,2.5314420448478356e-06
200,1200,0.01,36100,2.529579191211731e-06
200,1200,0.01,36125,2.527719025837566e-06
200,1200,0.01,36150,2.5258615288436745e-06
200,1200,0.01,36175,2.5240067225264576e-06
200,1200,0.01,36200,2.522154581411501e-06
200,1200,0.01,36225,2.520305107302917e-06
200,1200,0.01,36250,2.518458300174685e-06
200,1200,0.01,36275,2.516614142763704e-06
200,1200,0.01,36300,2.5147726266210035e-06
200,1200,0.01,36325,2.5129337596907497e-06
200,1200,0.01,36350,2.511097530663413e-06
200,1200,0.01,36375,2.509263928993609e-06
200,1200,0.01,36400,2.5074329552034896e-06
200,1200,0.01,36425,2.5056045978091857e-06
200,1200,0.01,36450,2.5037788683596185e-06
200,1200,0.01,36475,2.501955728329182e-06
200,1200,0.01,36500,2.5001352014844547e-06
200,1200,0.01,36525,2.4983172674623855e-06
200,1200,0.01,36550,2.496501937579443e-06
200,1200,0.01,36575,2.4946891790857822e-06
200,1200,0.01,36600,2.4928790181974123e-06
200,1200,0.01,36625,2.491071417466857e-06
200,1200,0.01,36650,2.489266396476543e-06
200,1200,0.01,36675,2.4874639344826463e-06
200,1200,0.01,36700,2.4856640424312723e-06
200,1200,0.01,36725,2.4838666841898657e-06
200,1200,0.01,36750,2.4820718861080088e-06
200,1200,0.01,36775,2.480279632515077e-06
200,1200,0.01,36800,2.478489905918986e-06
200,1200,0.01,36825,2.476702723176044e-06
200,1200,0.01,36850,2.4749180580919267e-06
200,1200,0.01,36875,2.4731359214175824e-06
200,1200,0.01,36900,2.471356298161531e-06
200,1200,0.01,36925,2.4695791905338105e-06
200,1200,0.01,36950,2.4678045803449775e-06
200,1200,0.01,36975,2.466032475679711e-06
200,1200,0.01,37000,2.464262862013171e-06
200,1200,0.01,37025,2.4624957371318507e-06
200,1200,0.01,37050,2.460731097328646e-06
200,1200,0.01,37075,2.4589689333835013e-06
200,1200,0.01,37100,2.4572092445019136e-06
200,1200,0.01,37125,2.455452030540768e-06
200,1200,0.01,37150,2.4536972727815312e-06
200,1200,0.01,37175,2.451944983110528e-06
200,1200,0.01,37200,2.450195131170098e-06
200,1200,0.01,37225,2.4484477404457944e-06
200,1200,0.01,37250,2.446702784982685e-06
200,1200,0.01,37275,2.4449602706666865e-06
200,1200,0.01,37300,2.443220188655046e-06
200,1200,0.01,37325,2.4414825303287896e-06
200,1200,0.01,37350,2.4397472940789616e-06
200,1200,0.01,37375,2.438014479253306e-06
200,1200,0.01,37400,2.436284076721973e-06
200,1200,0.01,37425,2.4345560787038603e-06
200,1200,0.01,37450,2.4328304836359824e-06
200,1200,0.01,37475,2.4311072805323353e-06
200,1200,0.01,37500,2.4293864747740312e-06
200,1200,0.01,37525,2.427668066569237e-06
200,1200,0.01,37550,2.425952021664103e-06
200,1200,0.01,37575,2.4242383640897536e-06
200,1200,0.01,37600,2.422527076060936e-06
200,1200,0.01,37625,2.4208181510247326e-06
200,1200,0.01,37650,2.4191115938270932e-06
200,1200,0.01,37675,2.417407396397217e-06
200,1200,0.01,37700,2.4157055497370933e-06
200,1200,0.01,37725,2.414006050252375e-06
200,1200,0.01,37750,2.4123088925350616e-06
200,1200,0.01,37775,2.4106140712031737e-06
200,1200,0.01,37800,2.408921589598656e-06
200,1200,0.01,37825,2.407231430751576e-06
200,1200,0.01,37850,2.4055435917831602e-06
200,1200,0.01,37875,2.403858084443558e-06
200,1200,0.01,37900,2.402174878133982e-06
200,1200,0.01,37925,2.4004939948247053e-06
200,1200,0.01,37950,2.3988153983528146e-06
200,1200,0.01,37975,2.3971391165137843e-06
200,1200,0.01,38000,2.3954651228366014e-06
200,1200,0.01,38025,2.393793422924423e-06
200,1200,0.01,38050,2.392124002805786e-06
200,1200,0.01,38075,2.3904568621198677e-06
200,1200,0.01,38100,2.388792010130092e-06
200,1200,0.01,38125,2.387129419956051e-06
200,1200,0.01,38150,2.3854691046341914e-06
200,1200,0.01,38175,2.3838110456775655e-06
200,1200,0.01,38200,2.3821552456258083e-06
200,1200,0.01,38225,2.380501695238915e-06
200,1200,0.01,38250,2.3788503993489585e-06
200,1200,0.01,38275,2.3772013413277462e-06
200,1200,0.01,38300,2.375554525569333e-06
200,1200,0.01,38325,2.373909943550155e-06
200,1200,0.01,38350,2.3722675965192133e-06
200,1200,0.01,38375,2.3706274685430725e-06
200,1200,0.01,38400,2.3689895657739296e-06
200,1200,0.01,38425,2.367353875811981e-06
200,1200,0.01,38450,2.3657204054434652e-06
200,1200,0.01,38475,2.3640891368414962e-06
200,1200,0.01,38500,2.3624600702853646e-06
200,1200,0.01,38525,2.3608332050915892e-06
200,1200,0.01,38550,2.3592085287883757e-06
200,1200,0.01,38575,2.357586047280723e-06
200,1200,0.01,38600,2.3559657556749755e-06
200,1200,0.01,38625,2.354347636407926e-06
200,1200,0.01,38650,2.352731701808254e-06
200,1200,0.01,38675,2.351117930126864e-06
200,1200,0.01,38700,2.349506333325542e-06
200,1200,0.01,38725,2.34789689474834e-06
200,1200,0.01,38750,2.346289624515635e-06
200,1200,0.01,38775,2.344684498090631e-06
200,1200,0.01,38800,2.3430815300111776e-06
200,1200,0.01,38825,2.341480698003426e-06
200,1200,0.01,38850,2.339882014721316e-06
200,1200,0.01,38875,2.3382854667537006e-06
200,1200,0.01,38900,2.3366910548551847e-06
200,1200,0.01,38925,2.3350987759050007e-06
200,1200,0.01,38950,2.3335086086848783e-06
200,1200,0.01,38975,2.331920563110497e-06
200,1200,0.01,39000,2.330334650526948e-06
200,1200,0.01,39025,2.328750831562948e-06
200,1200,0.01,39050,2.327169132737214e-06
200,1200,0.01,39075,2.3255895311444577e-06
200,1200,0.01,39100,2.3240120281377633e-06
200,1200,0.01,39125,2.3224366207117222e-06
200,1200,0.01,39150,2.3208633085610234e-06
200,1200,0.01,39175,2.319292077386341e-06
200,1200,0.01,39200,2.317722934395451e-06
200,1200,0.01,39225,2.3161558666872153e-06
200,1200,0.01,39250,2.3145908746502117e-06
200,1200,0.01,39275,2.3130279437240386e-06
200,1200,0.01,39300,2.31146708812649e-06
200,1200,0.01,39325,2.3099082903646137e-06
200,1200,0.01,39350,2.3083515577207794e-06
200,1200,0.01,39375,2.306796872631779e-06
200,1200,0.01,39400,2.305244239169009e-06
200,1200,0.01,39425,2.303693653065049e-06
200,1200,0.01,39450,2.3021451016191213e-06
200,1200,0.01,39475,2.300598594047812e-06
200,1200,0.01,39500,2.2990541065776027e-06
200,1200,0.01,39525,2.297511666540797e-06
200,1200,0.01,39550,2.295971248975591e-06
200,1200,0.01,39575,2.294432857157143e-06
200,1200,0.01,39600,2.292896473522245e-06
200,1200,0.01,39625,2.2913621006807883e-06
200,1200,0.01,39650,2.289829741418739e-06
200,1200,0.01,39675,2.2882993890374626e-06
200,1200,0.01,39700,2.2867710426158205e-06
200,1200,0.01,39725,2.285244694311128e-06
200,1200,0.01,39750,2.283720328548171e-06
200,1200,0.01,39775,2.28219795897662e-06
200,1200,0.01,39800,2.2806775799829107e-06
200,1200,0.01,39825,2.279159177808951e-06
200,1200,0.01,39850,2.2776427521953996e-06
200,1200,0.01,39875,2.2761283017171813e-06
200,1200,0.01,39900,2.2746158258859714e-06
200,1200,0.01,39925,2.2731053171617943e-06
200,1200,0.01,39950,2.271596765155391e-06
200,1200,0.01,39975,2.2700901792672284e-06
200,1200,0.01,40000,2.2685855396564064e-06
200,1200,0.01,40025,2.267082861486143e-06
200,1200,0.01,40050,2.2655821242728233e-06
200,1200,0.01,40075,2.2640833401924715e-06
200,1200,0.01,40100,2.2625864804738313e-06
200,1200,0.01,40125,2.2610915729826334e-06
200,1200,0.01,40150,2.25959859024346e-06
200,1200,0.01,40175,2.2581075337932757e-06
200,1200,0.01,40200,2.256618407431993e-06
200,1200,0.01,40225,2.2551312063292736e-06
200,1200,0.01,40250,2.2536459120372013e-06
200,1200,0.01,40275,2.252162534329208e-06
200,1200,0.01,40300,2.2506810727360507e-06
200,1200,0.01,40325,2.2492015167912757e-06
200,1200,0.01,40350,2.2477238541930913e-06
200,1200,0.01,40375,2.2462481033104845e-06
200,1200,0.01,40400,2.2447742391669065e-06
200,1200,0.01,40425,2.2433022665562657e-06
200,1200,0.01,40450,2.241832188422388e-06
200,1200,0.01,40475,2.240363990771259e-06
200,1200,0.01,40500,2.2388976720130044e-06
200,1200,0.01,40525,2.2374332325674276e-06
200,1200,0.01,40550,2.235970676238777e-06
200,1200,0.01,40575,2.2345099725080628e-06
200,1200,0.01,40600,2.233051145794987e-06
200,1200,0.01,40625,2.23159418387929e-06
200,1200,0.01,40650,2.23013907578104e-06
200,1200,0.01,40675,2.228685819134074e-06
200,1200,0.01,40700,2.2272344259643626e-06
200,1200,0.01,40725,2.225784876824788e-06
200,1200,0.01,40750,2.224337163919503e-06
200,1200,0.01,40775,2.222891309348017e-06
200,1200,0.01,40800,2.2214472849843916e-06
200,1200,0.01,40825,2.220005097109193e-06
200,1200,0.01,40850,2.2185647359628663e-06
200,1200,0.01,40875,2.217126200796879e-06
200,1200,0.01,40900,2.2156895010021563e-06
200,1200,0.01,40925,2.2142546115440365e-06
200,1200,0.01,40950,2.212821540535821e-06
200,1200,0.01,40975,2.2113902862219703e-06
200,1200,0.01,41000,2.2099608397632003e-06
200,1200,0.01,41025,2.208533199113405e-06
200,1200,0.01,41050,2.207107370616468e-06
200,1200,0.01,41075,2.205683330140651e-06
200,1200,0.01,41100,2.204261086135792e-06
200,1200,0.01,41125,2.202840648370119e-06
200,1200,0.01,41150,2.2014219859542786e-06
200,1200,0.01,41175,2.200005121627893e-06
200,1200,0.01,41200,2.198590031554995e-06
200,1200,0.01,41225,2.197176722212174e-06
200,1200,0.01,41250,2.1957651921969065e-06
200,1200,0.01,41275,2.19435543807444e-06
200,1200,0.01,41300,2.1929474449365605e-06
200,1200,0.01,41325,2.1915412274963256e-06
200,1200,0.01,41350,2.1901367675269956e-06
200,1200,0.01,41375,2.188734070069677e-06
200,1200,0.01,41400,2.187333119652371e-06
200,1200,0.01,41425,2.1859339314955414e-06
200,1200,0.01,41450,2.1845364939435813e-06
200,1200,0.01,41475,2.183140791599085e-06
200,1200,0.01,41500,2.1817468457687936e-06
200,1200,0.01,41525,2.180354635446073e-06
200,1200,0.01,41550,2.1789641590913567e-06
200,1200,0.01,41575,2.177575416241473e-06
200,1200,0.01,41600,2.1761884028536488e-06
200,1200,0.01,41625,2.1748031198602982e-06
200,1200,0.01,41650,2.173419557997998e-06
200,1200,0.01,41675,2.172037718135844e-06
200,1200,0.01,41700,2.1706576016468707e-06
200,1200,0.01,41725,2.1692791870543335e-06
200,1200,0.01,41750,2.1679024849435152e-06
200,1200,0.01,41775,2.1665275015212565e-06
200,1200,0.01,41800,2.1651542123565792e-06
200,1200,0.01,41825,2.1637826241273014e-06
200,1200,0.01,41850,2.162412735716261e-06
200,1200,0.01,41875,2.1610445457946603e-06
200,1200,0.01,41900,2.159678044491055e-06
200,1200,0.01,41925,2.158313237236864e-06
200,1200,0.01,41950,2.156950105346514e-06
200,1200,0.01,41975,2.1555886640118455e-06
200,1200,0.01,42000,2.154228897145033e-06
200,1200,0.01,42025,2.1528708120379866e-06
200,1200,0.01,42050,2.1515143991315128e-06
200,1200,0.01,42075,2.1501596483954402e-06
200,1200,0.01,42100,2.1488065675943913e-06
200,1200,0.01,42125,2.1474551508693374e-06
200,1200,0.01,42150,2.1461054054497386e-06
200,1200,0.01,42175,2.1447572998330167e-06
200,1200,0.01,42200,2.143410861829391e-06
200,1200,0.01,42225,2.142066065698167e-06
200,1200,0.01,42250,2.14072292612031e-06
200,1200,0.01,42275,2.1393814271407005e-06
200,1200,0.01,42300,2.13804157122785e-06
200,1200,0.01,42325,2.1367033572576577e-06
200,1200,0.01,42350,2.135366782375636e-06
200,1200,0.01,42375,2.134031832585169e-06
200,1200,0.01,42400,2.1326985244476612e-06
200,1200,0.01,42425,2.1313668328382454e-06
200,1200,0.01,42450,2.13003676471403e-06
200,1200,0.01,42475,2.1287083318321035e-06
200,1200,0.01,42500,2.1273815005440344e-06
200,1200,0.01,42525,2.1260562939823605e-06
200,1200,0.01,42550,2.1247327000838145e-06
200,1200,0.01,42575,2.1234107062907334e-06
200,1200,0.01,42600,2.1220903326400406e-06
200,1200,0.01,42625,2.1207715548603526e-06
200,1200,0.01,42650,2.1194543850062628e-06
200,1200,0.01,42675,2.1181388046012314e-06
200,1200,0.01,42700,2.11682482354706e-06
200,1200,0.01,42725,2.1155124312324455e-06
200,1200,0.01,42750,2.114201634827867e-06
200,1200,0.01,42775,2.1128924133969468e-06
200,1200,0.01,42800,2.1115847866747667e-06
200,1200,0.01,42825,2.1102787309112275e-06
200,1200,0.01,42850,2.1089742600257505e-06
200,1200,0.01,42875,2.1076713659874333e-06
200,1200,0.01,42900,2.106370034415418e-06
200,1200,0.01,42925,2.1050702838018576e-06
200,1200,0.01,42950,2.1037720868534796e-06
200,1200,0.01,42975,2.102475459963421e-06
200,1200,0.01,43000,2.1011803922350164e-06
200,1200,0.01,43025,2.099886885232119e-06
200,1200,0.01,43050,2.098594932759164e-06
200,1200,0.01,43075,2.0973045236289192e-06
200,1200,0.01,43100,2.0960156687753473e-06
200,1200,0.01,43125,2.0947283629795324e-06
200,1200,0.01,43150,2.0934426039100062e-06
200,1200,0.01,43175,2.092158379160894e-06
200,1200,0.01,43200,2.090875692539046e-06
200,1200,0.01,43225,2.0895945426896434e-06
200,1200,0.01,43250,2.088314932455898e-06
200,1200,0.01,43275,2.087036842181658e-06
200,1200,0.01,43300,2.085760285373481e-06
200,1200,0.01,43325,2.0844852504642297e-06
200,1200,0.01,43350,2.0832117381365187e-06
200,1200,0.01,43375,2.081939739159884e-06
200,1200,0.01,43400,2.0806692584375217e-06
200,1200,0.01,43425,2.0794003022274465e-06
200,1200,0.01,43450,2.0781328411469124e-06
200,1200,0.01,43475,2.076866898678871e-06
200,1200,0.01,43500,2.075602456731891e-06
200,1200,0.01,43525,2.0743395202993745e-06
200,1200,0.01,43550,2.0730780836046916e-06
200,1200,0.01,43575,2.0718181435929947e-06
200,1200,0.01,43600,2.0705596986050206e-06
200,1200,0.01,43625,2.0693027358098873e-06
200,1200,0.01,43650,2.0680472733493327e-06
200,1200,0.01,43675,2.0667932993032045e-06
200,1200,0.01,43700,2.0655407998839206e-06
200,1200,0.01,43725,2.0642897942124705e-06
200,1200,0.01,43750,2.0630402538879614e-06
200,1200,0.01,43775,2.061792200695918e-06
200,1200,0.01,43800,2.060545610003267e-06
200,1200,0.01,43825,2.059300505534954e-06
200,1200,0.01,43850,2.058056855894219e-06
200,1200,0.01,43875,2.056814679419691e-06
200,1200,0.01,43900,2.055573959911655e-06
200,1200,0.01,43925,2.0543346974551124e-06
200,1200,0.01,43950,2.053096905450802e-06
200,1200,0.01,43975,2.051860563830575e-06
200,1200,0.01,44000,2.0506256744904847e-06
200,1200,0.01,44025,2.0493922309895024e-06
200,1200,0.01,44050,2.0481602410350047e-06
200,1200,0.01,44075,2.0469296916625357e-06
200,1200,0.01,44100,2.0457005899263483e-06
200,1200,0.01,44125,2.044472917424496e-06
200,1200,0.01,44150,2.0432466943075267e-06
200,1200,0.01,44175,2.042021899349364e-06
200,1200,0.01,44200,2.0407985432254958e-06
200,1200,0.01,44225,2.0395766113555716e-06
200,1200,0.01,44250,2.038356103944289e-06
