n,seed,lambda,iteration,marginal_violation
200,1200,0.01,14475,6.8185054555736785e-06
200,1200,0.01,14500,6.8053247558041985e-06
200,1200,0.01,14525,6.792194550745562e-06
200,1200,0.01,14550,6.779114567190964e-06
200,1200,0.01,14575,6.766084512855111e-06
200,1200,0.01,14600,6.753104106681576e-06
200,1200,0.01,14625,6.740173057695649e-06
200,1200,0.01,14650,6.727291090228085e-06
200,1200,0.01,14675,6.714457932798998e-06
200,1200,0.01,14700,6.7016732805107865e-06
200,1200,0.01,14725,6.68893689650691e-06
200,1200,0.01,14750,6.6762484892402e-06
200,1200,0.01,14775,6.663607775166634e-06
200,1200,0.01,14800,6.6510145096208145e-06
200,1200,0.01,14825,6.63846841653104e-06
200,1200,0.01,14850,6.6259692327111375e-06
200,1200,0.01,14875,6.6135166936045e-06
200,1200,0.01,14900,6.601110528057369e-06
200,1200,0.01,14925,6.588750489879523e-06
200,1200,0.01,14950,6.576436326096238e-06
200,1200,0.01,14975,6.564167778141776e-06
200,1200,0.01,15000,6.551944590150495e-06
200,1200,0.01,15025,6.5397664997116425e-06
200,1200,0.01,15050,6.5276332808957005e-06
200,1200,0.01,15075,6.5155446801745676e-06
200,1200,0.01,15100,6.503500435509589e-06
200,1200,0.01,15125,6.491500319551376e-06
200,1200,0.01,15150,6.479544086702982e-06
200,1200,0.01,15175,6.467631493421375e-06
200,1200,0.01,15200,6.4557623028855746e-06
200,1200,0.01,15225,6.443936276918916e-06
200,1200,0.01,15250,6.432153180147178e-06
200,1200,0.01,15275,6.420412790282028e-06
200,1200,0.01,15300,6.408714857144247e-06
200,1200,0.01,15325,6.397059166496355e-06
200,1200,0.01,15350,6.385445475418951e-06
200,1200,0.01,15375,6.3738735758579745e-06
200,1200,0.01,15400,6.362343228189134e-06
200,1200,0.01,15425,6.350854203617147e-06
200,1200,0.01,15450,6.339406295100165e-06
200,1200,0.01,15475,6.327999280540675e-06
200,1200,0.01,15500,6.316632935065604e-06
200,1200,0.01,15525,6.305307043687203e-06
200,1200,0.01,15550,6.294021385532672e-06
200,1200,0.01,15575,6.282775758887499e-06
200,1200,0.01,15600,6.271569940360933e-06
200,1200,0.01,15625,6.260403723211232e-06
200,1200,0.01,15650,6.249276899632401e-06
200,1200,0.01,15675,6.238189262540959e-06
200,1200,0.01,15700,6.227140596363687e-06
200,1200,0.01,15725,6.216130699205659e-06
200,1200,0.01,15750,6.205159379523047e-06
200,1200,0.01,15775,6.194226417000764e-06
200,1200,0.01,15800,6.183331621589447e-06
200,1200,0.01,15825,6.172474791952751e-06
200,1200,0.01,15850,6.161655724770676e-06
200,1200,0.01,15875,6.150874221403507e-06
200,1200,0.01,15900,6.140130107965165e-06
200,1200,0.01,15925,6.129423168188541e-06
200,1200,0.01,15950,6.1187532121387625e-06
200,1200,0.01,15975,6.108120057603944e-06
200,1200,0.01,16000,6.097523505521965e-06
200,1200,0.01,16025,6.086963381097751e-06
200,1200,0.01,16050,6.076439477469865e-06
200,1200,0.01,16075,6.0659516223230195e-06
200,1200,0.01,16100,6.055499616394733e-06
200,1200,0.01,16125,6.045083296725082e-06
200,1200,0.01,16150,6.034702462392322e-06
200,1200,0.01,16175,6.024356940737691e-06
200,1200,0.01,16200,6.014046555193227e-06
200,1200,0.01,16225,6.003771129455514e-06
200,1200,0.01,16250,5.993530461993919e-06
200,1200,0.01,16275,5.98332440587563e-06
200,1200,0.01,16300,5.973152775373344e-06
200,1200,0.01,16325,5.9630153900341876e-06
200,1200,0.01,16350,5.952912084567635e-06
200,1200,0.01,16375,5.942842682730119e-06
200,1200,0.01,16400,5.932807021118494e-06
200,1200,0.01,16425,5.922804924286297e-06
200,1200,0.01,16450,5.912836220454271e-06
200,1200,0.01,16475,5.9029007540168515e-06
200,1200,0.01,16500,5.892998351071481e-06
200,1200,0.01,16525,5.88312885091858e-06
200,1200,0.01,16550,5.873292083485859e-06
200,1200,0.01,16575,5.863487892872853e-06
200,1200,0.01,16600,5.853716110554644e-06
200,1200,0.01,16625,5.843976584668335e-06
200,1200,0.01,16650,5.834269152382374e-06
200,1200,0.01,16675,5.8245936486248095e-06
200,1200,0.01,16700,5.814949925508732e-06
200,1200,0.01,16725,5.805337817983876e-06
200,1200,0.01,16750,5.795757178636042e-06
200,1200,0.01,16775,5.786207847859395e-06
200,1200,0.01,16800,5.776689680292782e-06
200,1200,0.01,16825,5.767202512705662e-06
200,1200,0.01,16850,5.7577462037545005e-06
200,1200,0.01,16875,5.748320592206292e-06
200,1200,0.01,16900,5.738925538368092e-06
200,1200,0.01,16925,5.729560889859188e-06
200,1200,0.01,16950,5.720226494753365e-06
200,1200,0.01,16975,5.7109222166128876e-06
200,1200,0.01,17000,5.701647903190617e-06
200,1200,0.01,17025,5.692403408787995e-06
200,1200,0.01,17050,5.683188605275745e-06
200,1200,0.01,17075,5.6740033229849e-06
200,1200,0.01,17100,5.664847442999298e-06
200,1200,0.01,17125,5.655720811098552e-06
200,1200,0.01,17150,5.64662329161341e-06
200,1200,0.01,17175,5.637554746380086e-06
200,1200,0.01,17200,5.6285150403226e-06
200,1200,0.01,17225,5.619504027888113e-06
200,1200,0.01,17250,5.610521579034813e-06
200,1200,0.01,17275,5.601567551142411e-06
200,1200,0.01,17300,5.59264181906622e-06
200,1200,0.01,17325,5.583744242866097e-06
200,1200,0.01,17350,5.5748746847104555e-06
200,1200,0.01,17375,5.566033028208024e-06
200,1200,0.01,17400,5.55721912728728e-06
200,1200,0.01,17425,5.548432858243357e-06
200,1200,0.01,17450,5.539674090206982e-06
200,1200,0.01,17475,5.530942692221277e-06
200,1200,0.01,17500,5.5222385314471906e-06
200,1200,0.01,17525,5.513561489133359e-06
200,1200,0.01,17550,5.504911441182002e-06
200,1200,0.01,17575,5.496288255134839e-06
200,1200,0.01,17600,5.487691802047272e-06
200,1200,0.01,17625,5.4791219623569545e-06
200,1200,0.01,17650,5.470578619328273e-06
200,1200,0.01,17675,5.462061640247942e-06
200,1200,0.01,17700,5.45357091040477e-06
200,1200,0.01,17725,5.445106300866302e-06
200,1200,0.01,17750,5.436667695712244e-06
200,1200,0.01,17775,5.428254978714388e-06
200,1200,0.01,17800,5.419868026315319e-06
200,1200,0.01,17825,5.411506722857555e-06
200,1200,0.01,17850,5.4031709465097305e-06
200,1200,0.01,17875,5.394860586943433e-06
200,1200,0.01,17900,5.3865755240620206e-06
200,1200,0.01,17925,5.378315631719005e-06
200,1200,0.01,17950,5.3700808214712445e-06
200,1200,0.01,17975,5.361870954749028e-06
200,1200,0.01,18000,5.353685930646092e-06
200,1200,0.01,18025,5.345525636318675e-06
200,1200,0.01,18050,5.337389955388516e-06
200,1200,0.01,18075,5.32927877532844e-06
200,1200,0.01,18100,5.3211919901589855e-06
200,1200,0.01,18125,5.313129491712337e-06
200,1200,0.01,18150,5.3050911719932856e-06
200,1200,0.01,18175,5.297076906081791e-06
200,1200,0.01,18200,5.289086604868577e-06
200,1200,0.01,18225,5.281120145949822e-06
200,1200,0.01,18250,5.273177438592548e-06
200,1200,0.01,18275,5.2652583670681485e-06
200,1200,0.01,18300,5.257362827773733e-06
200,1200,0.01,18325,5.249490718153317e-06
200,1200,0.01,18350,5.2416419263892275e-06
200,1200,0.01,18375,5.233816354807859e-06
200,1200,0.01,18400,5.22601389753817e-06
200,1200,0.01,18425,5.218234465839515e-06
200,1200,0.01,18450,5.210477929363903e-06
200,1200,0.01,18475,5.202744222926499e-06
200,1200,0.01,18500,5.195033219896825e-06
200,1200,0.01,18525,5.187344834092084e-06
200,1200,0.01,18550,5.179678954778805e-06
200,1200,0.01,18575,5.172035485182837e-06
200,1200,0.01,18600,5.164414330766955e-06
200,1200,0.01,18625,5.156815399625508e-06
200,1200,0.01,18650,5.149238579481991e-06
200,1200,0.01,18675,5.141683789041188e-06
200,1200,0.01,18700,5.134150930279947e-06
200,1200,0.01,18725,5.126639893040727e-06
200,1200,0.01,18750,5.119150601539529e-06
200,1200,0.01,18775,5.111682958377703e-06
200,1200,0.01,18800,5.104236854821045e-06
200,1200,0.01,18825,5.096812212556333e-06
200,1200,0.01,18850,5.089408924558066e-06
200,1200,0.01,18875,5.0820269170076884e-06
200,1200,0.01,18900,5.074666092744207e-06
200,1200,0.01,18925,5.067326347722376e-06
200,1200,0.01,18950,5.0600076160253055e-06
200,1200,0.01,18975,5.052709780828911e-06
200,1200,0.01,19000,5.045432766644098e-06
200,1200,0.01,19025,5.03817648513788e-06
200,1200,0.01,19050,5.030940843486938e-06
200,1200,0.01,19075,5.023725755412198e-06
200,1200,0.01,19100,5.0165311332572154e-06
200,1200,0.01,19125,5.009356882455275e-06
200,1200,0.01,19150,5.002202936900402e-06
200,1200,0.01,19175,4.995069195419186e-06
200,1200,0.01,19200,4.987955567992489e-06
200,1200,0.01,19225,4.980861983020467e-06
200,1200,0.01,19250,4.973788343967493e-06
200,1200,0.01,19275,4.966734577885844e-06
200,1200,0.01,19300,4.959700592169908e-06
200,1200,0.01,19325,4.952686303695206e-06
200,1200,0.01,19350,4.945691639558249e-06
200,1200,0.01,19375,4.938716509334841e-06
200,1200,0.01,19400,4.931760830433063e-06
200,1200,0.01,19425,4.924824527708163e-06
200,1200,0.01,19450,4.917907518421638e-06
200,1200,0.01,19475,4.911009712711342e-06
200,1200,0.01,19500,4.9041310449622275e-06
200,1200,0.01,19525,4.897271422098573e-06
200,1200,0.01,19550,4.89043077891993e-06
200,1200,0.01,19575,4.883609023899685e-06
200,1200,0.01,19600,4.8768060969617624e-06
200,1200,0.01,19625,4.870021892135375e-06
200,1200,0.01,19650,4.863256354905102e-06
200,1200,0.01,19675,4.856509405381723e-06
200,1200,0.01,19700,4.8497809610782705e-06
200,1200,0.01,19725,4.84307094744587e-06
200,1200,0.01,19750,4.836379291916701e-06
200,1200,0.01,19775,4.829705913128764e-06
200,1200,0.01,19800,4.823050737654683e-06
200,1200,0.01,19825,4.816413705999514e-06
200,1200,0.01,19850,4.809794711136892e-06
200,1200,0.01,19875,4.8031937219319976e-06
200,1200,0.01,19900,4.796610628641021e-06
200,1200,0.01,19925,4.790045376221186e-06
200,1200,0.01,19950,4.783497886890961e-06
200,1200,0.01,19975,4.77696809385135e-06
200,1200,0.01,20000,4.770455926721151e-06
200,1200,0.01,20025,4.763961307448217e-06
200,1200,0.01,20050,4.757484157289112e-06
200,1200,0.01,20075,4.751024425844914e-06
200,1200,0.01,20100,4.744582026906807e-06
200,1200,0.01,20125,4.7381569039193355e-06
200,1200,0.01,20150,4.7317489735229645e-06
200,1200,0.01,20175,4.725358180216951e-06
200,1200,0.01,20200,4.718984442119746e-06
200,1200,0.01,20225,4.7126277099478545e-06
200,1200,0.01,20250,4.706287893025546e-06
200,1200,0.01,20275,4.699964933728776e-06
200,1200,0.01,20300,4.693658772176625e-06
200,1200,0.01,20325,4.687369328266501e-06
200,1200,0.01,20350,4.681096548884642e-06
200,1200,0.01,20375,4.6748403569520786e-06
200,1200,0.01,20400,4.668600690477601e-06
200,1200,0.01,20425,4.6623774846701535e-06
200,1200,0.01,20450,4.656170678552472e-06
200,1200,0.01,20475,4.649980205631739e-06
200,1200,0.01,20500,4.643805993376562e-06
200,1200,0.01,20525,4.637647975864849e-06
200,1200,0.01,20550,4.631506103650908e-06
200,1200,0.01,20575,4.625380309053635e-06
200,1200,0.01,20600,4.619270531829554e-06
200,1200,0.01,20625,4.613176692912571e-06
200,1200,0.01,20650,4.607098743245573e-06
200,1200,0.01,20675,4.6010366253424265e-06
200,1200,0.01,20700,4.594990263250866e-06
200,1200,0.01,20725,4.588959609056961e-06
200,1200,0.01,20750,4.582944598444973e-06
200,1200,0.01,20775,4.576945154431342e-06
200,1200,0.01,20800,4.570961242933089e-06
200,1200,0.01,20825,4.564992786080212e-06
200,1200,0.01,20850,4.559039725871364e-06
200,1200,0.01,20875,4.55310201310892e-06
200,1200,0.01,20900,4.547179572282102e-06
200,1200,0.01,20925,4.5412723626925625e-06
200,1200,0.01,20950,4.535380309376828e-06
200,1200,0.01,20975,4.529503359019041e-06
200,1200,0.01,21000,4.523641457992826e-06
200,1200,0.01,21025,4.517794552255476e-06
200,1200,0.01,21050,4.511962575633362e-06
200,1200,0.01,21075,4.5061454655888344e-06
200,1200,0.01,21100,4.500343175768348e-06
200,1200,0.01,21125,4.4945556570740244e-06
200,1200,0.01,21150,4.488782837284988e-06
200,1200,0.01,21175,4.483024665240774e-06
200,1200,0.01,21200,4.477281079304056e-06
200,1200,0.01,21225,4.471552044510614e-06
200,1200,0.01,21250,4.465837485417325e-06
200,1200,0.01,21275,4.46013735290636e-06
200,1200,0.01,21300,4.454451596056647e-06
200,1200,0.01,21325,4.448780159832348e-06
200,1200,0.01,21350,4.443122988121231e-06
200,1200,0.01,21375,4.437480027575345e-06
200,1200,0.01,21400,4.431851216504454e-06
200,1200,0.01,21425,4.4262365198576015e-06
200,1200,0.01,21450,4.420635874399781e-06
200,1200,0.01,21475,4.415049227077944e-06
200,1200,0.01,21500,4.409476521060815e-06
200,1200,0.01,21525,4.40391771231851e-06
200,1200,0.01,21550,4.398372749210913e-06
200,1200,0.01,21575,4.392841568053724e-06
200,1200,0.01,21600,4.387324136242814e-06
200,1200,0.01,21625,4.381820385751002e-06
200,1200,0.01,21650,4.3763302776658394e-06
200,1200,0.01,21675,4.370853747514593e-06
200,1200,0.01,21700,4.365390759299148e-06
200,1200,0.01,21725,4.359941262027309e-06
200,1200,0.01,21750,4.354505186845298e-06
200,1200,0.01,21775,4.349082509447905e-06
200,1200,0.01,21800,4.3436731646017204e-06
200,1200,0.01,21825,4.338277112583312e-06
200,1200,0.01,21850,4.332894293660947e-06
200,1200,0.01,21875,4.327524678934998e-06
200,1200,0.01,21900,4.322168190361124e-06
200,1200,0.01,21925,4.316824801302646e-06
200,1200,0.01,21950,4.311494455715853e-06
200,1200,0.01,21975,4.306177113328272e-06
200,1200,0.01,22000,4.300872720067704e-06
200,1200,0.01,22025,4.295581229030697e-06
200,1200,0.01,22050,4.29030259239873e-06
200,1200,0.01,22075,4.2850367684144075e-06
200,1200,0.01,22100,4.279783703484315e-06
200,1200,0.01,22125,4.274543360105465e-06
200,1200,0.01,22150,4.269315688010776e-06
200,1200,0.01,22175,4.264100637633127e-06
200,1200,0.01,22200,4.258898163010151e-06
200,1200,0.01,22225,4.253708223335949e-06
200,1200,0.01,22250,4.248530774951867e-06
200,1200,0.01,22275,4.243365766693971e-06
200,1200,0.01,22300,4.238213163859118e-06
200,1200,0.01,22325,4.233072908687956e-06
200,1200,0.01,22350,4.227944967842567e-06
200,1200,0.01,22375,4.2228292830960926e-06
200,1200,0.01,22400,4.217725824442152e-06
200,1200,0.01,22425,4.212634542524393e-06
200,1200,0.01,22450,4.207555399150277e-06
200,1200,0.01,22475,4.202488348598564e-06
200,1200,0.01,22500,4.1974333377095205e-06
200,1200,0.01,22525,4.192390325933118e-06
200,1200,0.01,22550,4.187359290848056e-06
200,1200,0.01,22575,4.182340168940035e-06
200,1200,0.01,22600,4.177332927074104e-06
200,1200,0.01,22625,4.172337512269204e-06
200,1200,0.01,22650,4.167353894999476e-06
200,1200,0.01,22675,4.162382032642763e-06
200,1200,0.01,22700,4.157421873569357e-06
200,1200,0.01,22725,4.152473392728985e-06
200,1200,0.01,22750,4.1475365248960436e-06
200,1200,0.01,22775,4.142611254855273e-06
200,1200,0.01,22800,4.1376975319865755e-06
200,1200,0.01,22825,4.132795316907391e-06
200,1200,0.01,22850,4.127904556638397e-06
200,1200,0.01,22875,4.123025224954911e-06
200,1200,0.01,22900,4.118157278450683e-06
200,1200,0.01,22925,4.113300674005692e-06
200,1200,0.01,22950,4.108455377136236e-06
200,1200,0.01,22975,4.103621343445538e-06
200,1200,0.01,23000,4.098798541888986e-06
200,1200,0.01,23025,4.093986925003679e-06
200,1200,0.01,23050,4.08918645529617e-06
200,1200,0.01,23075,4.084397096364156e-06
200,1200,0.01,23100,4.079618815009366e-06
200,1200,0.01,23125,4.074851557568995e-06
200,1200,0.01,23150,4.0700952985174566e-06
200,1200,0.01,23175,4.065349998756684e-06
200,1200,0.01,23200,4.06061561464624e-06
200,1200,0.01,23225,4.05589211244662e-06
200,1200,0.01,23250,4.051179463752594e-06
200,1200,0.01,23275,4.046477610221942e-06
200,1200,0.01,23300,4.0417865298306155e-06
200,1200,0.01,23325,4.03710618527859e-06
200,1200,0.01,23350,4.03243652846632e-06
200,1200,0.01,23375,4.027777540295367e-06
200,1200,0.01,23400,4.023129169349396e-06
200,1200,0.01,23425,4.018491385668864e-06
200,1200,0.01,23450,4.013864157724305e-06
200,1200,0.01,23475,4.009247437317294e-06
200,1200,0.01,23500,4.0046411979473284e-06
200,1200,0.01,23525,4.000045402112289e-06
200,1200,0.01,23550,3.995460014709178e-06
200,1200,0.01,23575,3.990884992670016e-06
200,1200,0.01,23600,3.986320316361203e-06
200,1200,0.01,23625,3.981765943170991e-06
200,1200,0.01,23650,3.977221834156573e-06
200,1200,0.01,23675,3.972687949900695e-06
200,1200,0.01,23700,3.968164274630384e-06
200,1200,0.01,23725,3.963650763562018e-06
200,1200,0.01,23750,3.9591473761152116e-06
200,1200,0.01,23775,3.954654086204927e-06
200,1200,0.01,23800,3.950170858282344e-06
200,1200,0.01,23825,3.945697652019478e-06
200,1200,0.01,23850,3.941234448878207e-06
200,1200,0.01,23875,3.936781207294557e-06
200,1200,0.01,23900,3.93233788299318e-06
200,1200,0.01,23925,3.927904460365034e-06
200,1200,0.01,23950,3.923480898913e-06
200,1200,0.01,23975,3.91906716196589e-06
200,1200,0.01,24000,3.914663219916313e-06
200,1200,0.01,24025,3.910269047224801e-06
200,1200,0.01,24050,3.905884604312772e-06
200,1200,0.01,24075,3.901509862360396e-06
200,1200,0.01,24100,3.897144781560974e-06
200,1200,0.01,24125,3.8927893351902235e-06
200,1200,0.01,24150,3.8884434936979975e-06
200,1200,0.01,24175,3.8841072220446166e-06
200,1200,0.01,24200,3.879780484090586e-06
200,1200,0.01,24225,3.87546326493203e-06
200,1200,0.01,24250,3.871155510889665e-06
200,1200,0.01,24275,3.86685721105208e-06
200,1200,0.01,24300,3.862568325295988e-06
200,1200,0.01,24325,3.8582888177611865e-06
200,1200,0.01,24350,3.854018667929365e-06
200,1200,0.01,24375,3.849757836253166e-06
200,1200,0.01,24400,3.845506286905345e-06
200,1200,0.01,24425,3.841264015863946e-06
200,1200,0.01,24450,3.8370309726771384e-06
200,1200,0.01,24475,3.832807130963248e-06
200,1200,0.01,24500,3.828592447385412e-06
200,1200,0.01,24525,3.824386915830466e-06
200,1200,0.01,24550,3.82019049054768e-06
200,1200,0.01,24575,3.816003150885171e-06
200,1200,0.01,24600,3.811824866539054e-06
200,1200,0.01,24625,3.8076555972516024e-06
200,1200,0.01,24650,3.8034953292621215e-06
200,1200,0.01,24675,3.7993440240883733e-06
200,1200,0.01,24700,3.7952016503578836e-06
200,1200,0.01,24725,3.79106819064709e-06
200,1200,0.01,24750,3.7869436060791045e-06
200,1200,0.01,24775,3.782827864221537e-06
200,1200,0.01,24800,3.778720954581913e-06
200,1200,0.01,24825,3.7746228338181656e-06
200,1200,0.01,24850,3.770533475817503e-06
200,1200,0.01,24875,3.7664528584257714e-06
200,1200,0.01,24900,3.7623809492235913e-06
200,1200,0.01,24925,3.758317716599964e-06
200,1200,0.01,24950,3.754263144126191e-06
200,1200,0.01,24975,3.7502171978615398e-06
200,1200,0.01,25000,3.7461798378353797e-06
200,1200,0.01,25025,3.742151056112218e-06
200,1200,0.01,25050,3.738130821297897e-06
200,1200,0.01,25075,3.7341190971575122e-06
200,1200,0.01,25100,3.730115868556469e-06
200,1200,0.01,25125,3.726121099485377e-06
200,1200,0.01,25150,3.7221347636831256e-06
200,1200,0.01,25175,3.718156845738431e-06
200,1200,0.01,25200,3.7141872944344498e-06
200,1200,0.01,25225,3.7102261056572855e-06
200,1200,0.01,25250,3.706273258493112e-06
200,1200,0.01,25275,3.702328697959001e-06
200,1200,0.01,25300,3.6983924293606044e-06
200,1200,0.01,25325,3.694464402397013e-06
200,1200,0.01,25350,3.6905446048748555e-06
200,1200,0.01,25375,3.6866329977021384e-06
200,1200,0.01,25400,3.6827295797226683e-06
200,1200,0.01,25425,3.6788342987204015e-06
200,1200,0.01,25450,3.6749471478978238e-06
200,1200,0.01,25475,3.6710680859641798e-06
200,1200,0.01,25500,3.667197103578851e-06
200,1200,0.01,25525,3.6633341636187547e-06
200,1200,0.01,25550,3.659479247275152e-06
200,1200,0.01,25575,3.6556323291837833e-06
200,1200,0.01,25600,3.651793378591471e-06
200,1200,0.01,25625,3.6479623801875458e-06
200,1200,0.01,25650,3.644139302250854e-06
200,1200,0.01,25675,3.640324125281369e-06
200,1200,0.01,25700,3.6365168231662984e-06
200,1200,0.01,25725,3.6327173629398246e-06
200,1200,0.01,25750,3.62892573040844e-06
200,1200,0.01,25775,3.6251419084894557e-06
200,1200,0.01,25800,3.621365856133242e-06
200,1200,0.01,25825,3.6175975570880425e-06
200,1200,0.01,25850,3.6138369815218174e-06
200,1200,0.01,25875,3.610084126742276e-06
200,1200,0.01,25900,3.6063389403121968e-06
200,1200,0.01,25925,3.602601404356122e-06
200,1200,0.01,25950,3.5988715255882986e-06
200,1200,0.01,25975,3.595149245829571e-06
200,1200,0.01,26000,3.591434561095279e-06
200,1200,0.01,26025,3.587727434261473e-06
200,1200,0.01,26050,3.5840278511016857e-06
200,1200,0.01,26075,3.580335787860614e-06
200,1200,0.01,26100,3.576651216058435e-06
200,1200,0.01,26125,3.5729741269798984e-06
200,1200,0.01,26150,3.5693044816752575e-06
200,1200,0.01,26175,3.5656422623072184e-06
200,1200,0.01,26200,3.5619874544715047e-06
200,1200,0.01,26225,3.558340028434956e-06
200,1200,0.01,26250,3.5546999631050694e-06
200,1200,0.01,26275,3.5510672353206846e-06
200,1200,0.01,26300,3.547441820870266e-06
200,1200,0.01,26325,3.5438237123283298e-06
200,1200,0.01,26350,3.540212861766201e-06
200,1200,0.01,26375,3.5366092621218204e-06
200,1200,0.01,26400,3.5330128997507204e-06
200,1200,0.01,26425,3.5294237400703213e-06
200,1200,0.01,26450,3.5258417677075035e-06
200,1200,0.01,26475,3.522266955013377e-06
200,1200,0.01,26500,3.5186992872653436e-06
200,1200,0.01,26525,3.5151387404860554e-06
200,1200,0.01,26550,3.511585293617704e-06
200,1200,0.01,26575,3.5080389225693176e-06
200,1200,0.01,26600,3.504499615160535e-06
200,1200,0.01,26625,3.500967335715033e-06
200,1200,0.01,26650,3.4974420750275015e-06
200,1200,0.01,26675,3.4939238053744576e-06
200,1200,0.01,26700,3.4904125133317435e-06
200,1200,0.01,26725,3.4869081777634883e-06
200,1200,0.01,26750,3.4834107635389397e-06
200,1200,0.01,26775,3.4799202718524547e-06
200,1200,0.01,26800,3.4764366645774133e-06
200,1200,0.01,26825,3.4729599341191963e-06
200,1200,0.01,26850,3.469490048406236e-06
200,1200,0.01,26875,3.466026992451389e-06
200,1200,0.01,26900,3.462570757334707e-06
200,1200,0.01,26925,3.4591213043449684e-06
200,1200,0.01,26950,3.4556786211534934e-06
200,1200,0.01,26975,3.4522426926291566e-06
200,1200,0.01,27000,3.4488134863742623e-06
200,1200,0.01,27025,3.4453909935720783e-06
200,1200,0.01,27050,3.441975199263217e-06
200,1200,0.01,27075,3.4385660666472542e-06
200,1200,0.01,27100,3.435163597987137e-06
200,1200,0.01,27125,3.4317677458008816e-06
200,1200,0.01,27150,3.4283785234519304e-06
200,1200,0.01,27175,3.4249958837081e-06
200,1200,0.01,27200,3.421619818891504e-06
200,1200,0.01,27225,3.4182503141789305e-06
200,1200,0.01,27250,3.414887335405868e-06
200,1200,0.01,27275,3.41153089484722e-06
200,1200,0.01,27300,3.4081809365616236e-06
200,1200,0.01,27325,3.404837459549878e-06
200,1200,0.01,27350,3.4015004499116444e-06
200,1200,0.01,27375,3.3981698760524037e-06
200,1200,0.01,27400,3.3948457308615246e-06
200,1200,0.01,27425,3.3915279938198303e-06
200,1200,0.01,27450,3.3882166325617177e-06
200,1200,0.01,27475,3.3849116479771e-06
200,1200,0.01,27500,3.381613008857434e-06
200,1200,0.01,27525,3.378320698136511e-06
200,1200,0.01,27550,3.3750347088086496e-06
200,1200,0.01,27575,3.371755011849324e-06
200,1200,0.01,27600,3.36848158881322e-06
200,1200,0.01,27625,3.3652144294507233e-06
200,1200,0.01,27650,3.361953505434667e-06
200,1200,0.01,27675,3.3586988096717674e-06
200,1200,0.01,27700,3.3554503164646976e-06
200,1200,0.01,27725,3.3522080186837444e-06
200,1200,0.01,27750,3.348971885630374e-06
200,1200,0.01,27775,3.3457419012367096e-06
200,1200,0.01,27800,3.34251805451935e-06
200,1200,0.01,27825,3.3393003272133917e-06
200,1200,0.01,27850,3.336088702448649e-06
200,1200,0.01,27875,3.3328831568401815e-06
200,1200,0.01,27900,3.3296836746800687e-06
200,1200,0.01,27925,3.326490249404117e-06
200,1200,0.01,27950,3.323302846425409e-06
200,1200,0.01,27975,3.320121463668349e-06
200,1200,0.01,28000,3.3169460793135846e-06
200,1200,0.01,28025,3.3137766701496485e-06
200,1200,0.01,28050,3.3106132218832865e-06
200,1200,0.01,28075,3.30745573005279e-06
200,1200,0.01,28100,3.3043041578924293e-06
200,1200,0.01,28125,3.3011585135259147e-06
200,1200,0.01,28150,3.298018747774703e-06
200,1200,0.01,28175,3.294884874663166e-06
200,1200,0.01,28200,3.291756859077899e-06
200,1200,0.01,28225,3.288634692690494e-06
200,1200,0.01,28250,3.2855183587443895e-06
200,1200,0.01,28275,3.282407836690919e-06
200,1200,0.01,28300,3.2793031161668443e-06
200,1200,0.01,28325,3.2762041774995337e-06
200,1200,0.01,28350,3.2731109995886784e-06
200,1200,0.01,28375,3.2700235703363167e-06
200,1200,0.01,28400,3.2669418871134753e-06
200,1200,0.01,28425,3.2638659108541815e-06
200,1200,0.01,28450,3.2607956454381443e-06
200,1200,0.01,28475,3.2577310581519484e-06
200,1200,0.01,28500,3.254672144630162e-06
200,1200,0.01,28525,3.251618888767613e-06
200,1200,0.01,28550,3.248571260183221e-06
200,1200,0.01,28575,3.2455292667491614e-06
200,1200,0.01,28600,3.242492875147468e-06
200,1200,0.01,28625,3.2394620820119097e-06
200,1200,0.01,28650,3.2364368593006815e-06
200,1200,0.01,28675,3.233417199454726e-06
200,1200,0.01,28700,3.230403095302696e-06
200,1200,0.01,28725,3.227394509926207e-06
200,1200,0.01,28750,3.224391444419869e-06
200,1200,0.01,28775,3.2213938853465143e-06
200,1200,0.01,28800,3.218401806115434e-06
200,1200,0.01,28825,3.215415198902158e-06
200,1200,0.01,28850,3.212434046517311e-06
200,1200,0.01,28875,3.2094583363633314e-06
200,1200,0.01,28900,3.2064880463528525e-06
200,1200,0.01,28925,3.2035231732462782e-06
200,1200,0.01,28950,3.200563694191229e-06
200,1200,0.01,28975,3.1976095982589464e-06
200,1200,0.01,29000,3.1946608649545405e-06
200,1200,0.01,29025,3.1917174883183685e-06
200,1200,0.01,29050,3.1887794460149985e-06
200,1200,0.01,29075,3.185846728689934e-06
200,1200,0.01,29100,3.1829193205363746e-06
200,1200,0.01,29125,3.1799972101502483e-06
200,1200,0.01,29150,3.177080378181582e-06
200,1200,0.01,29175,3.1741688065519552e-06
200,1200,0.01,29200,3.1712624915776824e-06
200,1200,0.01,29225,3.1683614139773122e-06
200,1200,0.01,29250,3.165465558231141e-06
200,1200,0.01,29275,3.1625749153732508e-06
200,1200,0.01,29300,3.1596894566384565e-06
200,1200,0.01,29325,3.1568091849549715e-06
200,1200,0.01,29350,3.1539340841152744e-06
200,1200,0.01,29375,3.1510641362742647e-06
200,1200,0.01,29400,3.148199325998975e-06
200,1200,0.01,29425,3.1453396377419465e-06
200,1200,0.01,29450,3.142485061373261e-06
